0,1,2,target,block,concept
7.918987922410489,1.607414692638729,3.8964774107556344,True,1,0
8.057305902869897,2.9181535038497373,8.86424505586305,True,1,0
1.8677340381801544,6.789107800312464,5.2864174434828906,True,1,0
3.3366307839327014,5.9462627932637515,8.022756142222326,True,1,0
7.469780965446384,7.8604659162298915,4.3842438856946595,True,1,0
6.48361088367478,7.571394613211618,5.909674411516727,True,1,0
5.662121519960715,2.578195724654151,7.098933672004141,True,1,0
4.643000521079496,6.785521963755798,3.5026327253179246,True,1,0
3.3666913943714336,9.098994990966526,9.20593045377417,True,1,0
8.726940823378118,6.58226055938961,4.77014357805832,True,1,0
7.683676479214979,9.633559319449738,9.04869679818873,True,1,0
6.850126779864507,0.5417854675814859,8.503271218500032,False,1,0
5.892646377187333,1.288861151384958,8.087354737394914,False,1,0
3.8028062477599778,9.794619698500867,7.651416539219785,True,1,0
4.1212989309974555,1.2393805409930447,1.475145326022258,False,1,0
2.9438410941299775,8.138207187338379,7.635937000942299,True,1,0
8.128234121868648,9.03778968738219,3.384851389116841,True,1,0
2.3325016584478533,5.79990109335529,5.587460747656305,True,1,0
9.031146272276551,2.990361312156784,8.588001262992005,True,1,0
6.660962605362631,3.824409711698953,9.828204602822856,True,1,0
6.978713684302588,7.8792358649819825,0.755136139840592,True,1,0
1.3040897486553504,4.981781298148538,5.9791333510396925,False,1,0
3.6769391345633706,3.571686927019797,5.179591980148762,False,1,0
6.2786568837984715,9.64780648191533,9.974605711745504,True,1,0
9.334417067845312,8.500576333778389,0.2973721384137207,True,1,0
5.647027595265471,5.3246436114539435,7.673958339636319,True,1,0
8.665177615741554,0.07337095453884168,3.536256570287397,True,1,0
1.2232406793508854,1.613809798071244,5.330138405039921,False,1,0
3.0797840695633836,7.076080748627518,2.863870257729534,True,1,0
2.7788266244653324,2.2226436774174085,7.32809009241277,False,1,0
6.839427735626399,6.97170245832711,9.645537135421602,True,1,0
3.6469111697627845,0.2876753607449489,0.6356941538118721,False,1,0
2.9295294013386575,7.760753732796406,0.1877609427624105,True,1,0
5.645281568897744,3.0118869851990615,9.60490723181181,True,1,0
2.3641523786946275,8.826578519760343,8.678421530621064,True,1,0
8.75521983250975,0.010117800887481376,4.161533495021849,True,1,0
1.815790093463101,5.819337081670634,6.564014561725491,False,1,0
7.145092363703003,3.1876029207845358,9.469207029935747,True,1,0
5.49793255743717,0.7187161729407787,1.1440301002960784,False,1,0
7.022218668724067,2.78403512627194,1.8188611224996265,True,1,0
9.99987805048142,6.747501699353174,0.2938917427595844,True,1,0
2.2048686611031254,6.029824680194173,1.1743899545402103,True,1,0
3.415271838026629,8.765083731046335,2.1081026016494064,True,1,0
4.3695286135955245,1.64984333617468,5.791602610514427,False,1,0
6.8510882697520605,9.733332254980237,1.0962716008542783,True,1,0
4.43604340599083,5.412010569542342,6.073962986167929,True,1,0
9.700424102702042,5.402892197412131,0.5736350661587297,True,1,0
5.34533703305886,0.9186354223146731,6.38108587074443,False,1,0
7.4729986210448915,3.396247548331661,9.360807662769691,True,1,0
7.921485901177795,2.6660971058513594,7.422436376199352,True,1,0
0.9633961721895945,6.1629133600522295,1.3887956009815305,False,1,0
8.22194219548004,7.909915349536213,1.5307736722567988,True,1,0
3.0433342681846476,4.250511648067387,8.90786860732569,False,1,0
3.0231697523717305,8.024067167369074,5.660589555171769,True,1,0
1.7741627766143553,2.4759131609225205,1.9071877901568646,False,1,0
9.64386940422623,6.172372847314983,0.5602079741726085,True,1,0
2.5445893063566807,9.802875423911505,1.9894104460215267,True,1,0
7.41136380570932,0.6696669054477911,7.161228875322108,True,1,0
8.922166882536157,0.3341640625368447,0.8741741055954233,True,1,0
2.24006369151366,3.743920008076368,4.204684606184347,False,1,0
5.562114820736571,5.636877447887323,1.658689742162034,True,1,0
4.167051638989362,7.536713981729283,3.5488209914108704,True,1,0
1.3698657023124883,9.365809323214833,9.948851279030848,True,1,0
1.5883305815219773,4.615364184222258,5.837600832402932,False,1,0
6.298079532792692,4.923986514602733,5.526679001458392,False,1,0
9.312689821383342,7.711180484337783,0.6966380822947604,True,1,0
5.1487548286113025,6.581842791082288,1.227290585639934,True,1,0
5.270245221805841,8.872172101784326,2.958083035422546,True,1,0
7.384506713450969,7.304270249498698,5.164030590493828,True,1,0
9.286056799951439,9.321371260307828,5.370964783716524,True,1,0
9.608003271806766,6.314729959773251,0.9644954875589962,True,1,0
3.4740612191928433,2.344306277271686,1.129133381734857,False,1,0
1.5226064633844139,0.809840046504714,3.7026810711312597,False,1,0
7.006058984335054,8.286976416327853,3.2885480994553906,True,1,0
9.45347406313696,5.48439036466131,9.229569697435439,True,1,0
5.054493864277085,7.843606658934823,0.36077088305030647,True,1,0
6.022376752469642,5.565419611494743,9.003357711439733,True,1,0
6.923907727545918,8.355223400865654,8.17315240229501,True,1,0
5.3227305101245825,3.4960305586613014,6.464515399908612,True,1,0
2.1061320344735246,7.571872132981081,2.052881651495574,True,1,0
3.597129146333767,4.884450508213841,5.093867977331933,True,1,0
9.628201697333665,1.0488451505599883,7.267640951177189,True,1,0
0.9014141317066704,1.4729306105155648,8.834295946970355,False,1,0
7.590817273419882,4.094896495390011,4.282742460716211,False,1,0
0.29221458700472325,2.1717733293366925,7.054961974456449,False,1,0
8.654285042521195,8.85682054646331,8.992489824985183,True,1,0
6.372175220222341,3.9793633416210805,1.2891076040748606,True,1,0
9.292567255957474,9.664693050867445,4.484533594269536,True,1,0
9.031142025514276,8.157735891939657,8.362161896270827,True,1,0
3.4627268409956202,7.032505700046779,1.4071366769389937,False,1,0
4.235108937162066,2.4048059485653583,1.7801975071314058,False,1,0
8.517977549267327,1.9032152378639267,7.3588681312007385,True,1,0
7.492098162946517,5.675901298957122,0.6076552146422332,True,1,0
4.18726684069537,8.356434301057323,2.542301631589754,True,1,0
0.3179404902927785,0.5377448764258974,2.618724274521357,False,1,0
8.48691959746726,1.3516231546397306,0.009685352557963212,True,1,0
3.7543375318926997,1.9287225684144071,0.5294587410038831,False,1,0
1.9143759339017585,7.954243260995372,7.408036193731497,True,1,0
5.827610574731809,6.573220073777657,3.6443339332296656,True,1,0
6.610857563655312,5.633897679233126,4.019207387093591,True,1,0
7.091733295903815,6.989698632562424,0.0024710871980637705,True,1,0
5.603497033618731,0.24187724928191656,3.9592262853879268,False,1,0
6.419282230487946,4.215774224833141,4.697535788360919,True,1,0
2.1043230322787854,5.64541375955608,7.582949426779254,False,1,0
8.276234621858292,8.877751597760547,3.948014856639924,True,1,0
0.13599291523847756,1.8633652179650162,7.800378737171647,False,1,0
2.442963185294007,5.262573835537525,9.971720849262164,False,1,0
9.34194007856229,3.2813549074027337,3.080243580987463,True,1,0
0.11712504200075635,6.617724901820551,7.702265271530193,False,1,0
2.7784272719250347,8.303598506505548,0.5475957848309387,True,1,0
1.7793380744763065,7.041487746137727,6.635138929830665,False,1,0
5.04655942284903,3.5310177094127635,7.529093127522914,True,1,0
8.397257394336654,1.2222512152180798,0.13469363602154005,True,1,0
1.7478021927680076,8.012126845677791,3.1045577131445388,True,1,0
3.6687772695604726,9.970172830900443,7.986545043950228,False,1,0
7.906967565044595,5.0680979829260195,2.4970670896415594,True,1,0
3.6941621496867016,0.6732521344077302,8.278572502474725,False,1,0
3.2320765596714143,8.30392987007352,0.534826987648449,True,1,0
6.884757955280945,2.364333924850135,2.8482734534221885,True,1,0
1.8798317123419017,1.874897392164503,1.098109596632747,False,1,0
4.210856261077374,2.080049252416515,2.98574523796588,False,1,0
6.481319575271529,4.808062421808417,6.07910612670386,True,1,0
3.967923345392209,4.916456812026438,9.58150877464697,True,1,0
6.9105795624428525,9.560369578385735,4.1960849165598235,True,1,0
6.016215412966886,6.614856945236745,5.84869175180264,True,1,0
6.857662624800517,2.3558809357735813,3.4157156516874077,True,1,0
0.022012831980605663,7.475646498766396,8.574000374262758,False,1,0
6.0155256295852775,4.692982712823812,7.263422875506842,True,1,0
5.18196107430149,9.167385252814556,3.5406773907713895,False,1,0
5.512072478933295,3.1116618294922125,9.36322483132223,True,1,0
2.1588282129394996,1.2672530884629774,2.609182592318764,False,1,0
8.318588597274006,1.6193758508369327,9.102213072835662,True,1,0
8.197048334149766,2.7988297668520987,6.6316324134381865,True,1,0
5.396396240337427,9.083991173892459,7.838863811869665,True,1,0
0.6012226362182937,7.513143601133767,1.1182165989431259,True,1,0
3.412676733987068,3.5298150745371624,1.439542453610273,False,1,0
3.312152775342825,6.480340794727775,5.872198214177607,True,1,0
5.492629844296392,8.405930752472099,7.824063970964294,True,1,0
7.543187149921017,8.840151750605944,3.550204486431725,True,1,0
5.692513227403334,9.322400178340851,5.8829323856568045,True,1,0
4.605436348322652,9.310041672962722,5.579557820376922,True,1,0
6.103409021377999,3.951367110879681,8.588421824651492,True,1,0
0.5115825001684238,8.672612120137762,4.7024993401428405,False,1,0
7.820079565817975,7.988860653708494,7.264263192581613,True,1,0
1.9531104438253244,1.555180571632001,0.4727615630751447,False,1,0
4.460438870648461,1.8934556896077814,2.255544048879685,False,1,0
3.9894783268254805,0.49536589209481785,3.6956066837921453,False,1,0
4.490454346517084,9.404269430914953,1.4158053882358357,True,1,0
7.12921430554589,4.933537571586162,4.258433233836174,True,1,0
8.365630697330642,9.352375170342658,0.40223131395820455,True,1,0
6.573226192287082,7.620396964985669,7.206325062910402,True,1,0
1.4304127656317278,9.249681618824356,5.80221767456515,True,1,0
6.7108041862768575,8.801782445891707,6.513255330410753,True,1,0
0.7215784431456729,9.18123474987867,1.2515263765071283,True,1,0
0.19647245432161897,8.065300791131055,3.749068468657637,False,1,0
9.072690695428385,0.4614255189650307,8.642514798816412,True,1,0
9.936119066844903,8.294187342534569,4.966201287083734,True,1,0
5.598713165507566,9.467946358437105,7.011586698886423,True,1,0
9.065685150759315,7.542055471237451,4.295796520215587,True,1,0
8.270799850208167,1.611468542555462,0.7013359609192704,True,1,0
1.6885255864949433,2.6574120687090828,7.779290218012772,False,1,0
7.580233045176127,6.484335827797709,6.249950695494913,True,1,0
1.0434864751734696,6.544178899021087,9.13139756242202,False,1,0
5.881218356781204,5.164454307854976,0.7274719105355576,True,1,0
6.995820038516883,4.849631650566717,5.6895164451897395,True,1,0
5.604981917164691,5.7162015508319115,9.944301372917003,True,1,0
0.8011633788302042,2.0916503338979164,3.0093263257637304,False,1,0
1.1081698373128723,1.6103657907359858,8.309742782169593,False,1,0
9.75410177996677,4.083334112871702,2.8082353556914796,True,1,0
4.324138180796002,0.8232414921148301,5.846028510247897,False,1,0
5.995335732919841,6.884392858752414,6.913904913766596,True,1,0
9.63400178470548,4.216919514848325,7.5719445819606435,True,1,0
9.725774726839035,0.7321488690147981,0.8966290312530634,True,1,0
7.4669025604351145,4.940397234879307,0.7881993282181232,True,1,0
1.9522064115957782,8.636473590682929,8.586650143450838,True,1,0
1.0280355286491027,9.034479739485375,1.0003955348510496,True,1,0
6.835581198134966,9.562727425859453,6.929095501561661,True,1,0
6.782154694083382,2.9702941660593254,3.2992563476038694,True,1,0
4.507078488789761,8.900638734096566,5.336043231373004,True,1,0
3.4581529512887976,7.592054898959962,5.9630509179940185,True,1,0
8.860976100501745,5.760259869521694,8.995058096938426,True,1,0
8.109067191940943,2.5903882511599905,1.9779728455703427,True,1,0
