0,1,2,3,4,5,6,7,8,9,target,block
0.9384213236868841,0.6106866593905314,0.22788779859294783,0.4152098731300451,0.38750504275705244,0.31779208588674457,0.22180553090041377,0.526066501431146,0.8888035181721161,0.4209947485198713,0,1
0.20694971021614372,0.27771675822185404,0.5942727798621575,0.6035521314518199,0.1321449252821313,0.874733527020509,0.6768712063230334,0.9906037057710143,0.9496094025555187,0.22467452620931339,0,1
0.7495271994235496,0.5556744610843353,0.01730322637654791,0.08141626329153073,0.17682012694237248,0.021519001707649976,0.04217467313188539,0.050618587858104136,0.20353137292693402,0.7915824728200546,0,1
0.8013049521554054,0.06368702165111817,0.6394654381495476,0.3041972958805944,0.7920055012203641,0.4599297727924042,0.5327454785001545,0.42846490828899964,0.5630870057948784,0.6187004151197529,1,1
0.49949735096438197,0.15388517408923374,0.6878224649840777,0.5644642428894548,0.9438748575367899,0.5961056515760483,0.629933789736786,0.24795670274522374,0.9578488712359563,0.13917846834111203,1,1
0.5872604862398328,0.6920295403630758,0.4665764109211604,0.6897426173744631,0.24035958324311268,0.10148707389699052,0.24654542064047602,0.6536148054000221,0.23562463543755396,0.1270152798297992,0,1
0.36765893839989017,0.5789003995769566,0.18398860263912487,0.5997281363609358,0.9537527368261448,0.2458575779458515,0.980785188527121,0.5138248611550628,0.03677807002387601,0.47956603572036494,1,1
0.38313306228384225,0.0003708230068860674,0.699353645882308,0.01799882790693519,0.3123625052769875,0.8022219713021792,0.9760030730138497,0.03855371867419244,0.27330298705024425,0.30404841697605145,0,1
0.05861754261386387,0.7000214102439728,0.7073277450136825,0.13875406584112115,0.02053657071081305,0.46871100848308556,0.521278724516108,0.8218625711701615,0.68884182469143,0.8066153004585354,0,1
0.24980484090744848,0.04425513328942965,0.38983372619264156,0.9146865875457504,0.17719943243408742,0.5375248638119744,0.9066112503819135,0.8376504207075545,0.5532255441057212,0.7502612102100207,1,1
0.9524479721603812,0.03441876507832253,0.6432284012399008,0.6210827813673474,0.2763424575650364,0.9849396197404092,0.16555089739129203,0.5042998317055378,0.603606237863326,0.6958029495358068,1,1
0.23208483138986213,0.45819242416756256,0.7777519190013832,0.6100337787693478,0.13798165942488205,0.17547943499481156,0.16504655413327862,0.39567089322396887,0.6781624131814472,0.5760032943507264,0,1
0.7832759345628715,0.4487835302341773,0.9725943261305829,0.029995587621513664,0.6682084460252934,0.9586082409301661,0.5467510873689314,0.6768020122022614,0.6759040255054115,0.31687075218449035,1,1
