0,1,2,3,4,5,6,7,8,9,target,block
0.9080439257465733,0.6455404160529261,0.5589776903552636,0.08474698132016056,0.906672718104898,0.919693210564566,0.2175913801418352,0.4305724011100521,0.28900602320941304,0.9151023374836063,1,1
0.7956915048655686,0.29960788566993657,0.6931248741627741,0.9733996685599117,0.4731311507770347,0.9011012535689424,0.6346604496972593,0.13141835309249816,0.2590097496461369,0.893249003866634,1,1
0.044468740009362295,0.145390371197332,0.5186256708407485,0.17570479064110345,0.3311596591183894,0.6318136723260082,0.43241751390806915,0.30227353351193964,0.6256870971816823,0.4697373490504322,0,1
0.10743851733860577,0.046457294168573804,0.32363728410758763,0.06987779767281643,0.10352482363187543,0.9045991163151088,0.19691376239164016,0.004817632305191388,0.37437754128935996,0.9750219363937027,0,1
0.2259841779816374,0.5412400733929525,0.6054180900828238,0.6600963758701207,0.4329916322984796,0.1799186525640697,0.29074238822714527,0.452769355936655,0.3397816295221803,0.008301524172007468,0,1
0.19797948369164453,0.694109155099956,0.6817550325901498,0.03912945675387869,0.733323462324389,0.2787901673500346,0.6501369164981845,0.7859473228636371,0.6653884657110058,0.6753551612935944,1,1
0.5102172792689279,0.9527413974226906,0.22874467950670696,0.39916744195478726,0.025700890631094042,0.9756795616941579,0.17549462537061122,0.03499045611953888,0.7667026749260849,0.6949297153403011,1,1
0.7695001544307389,0.7146218057530332,0.2955048370574993,0.05934212768180336,0.5720755617136025,0.7593680397771133,0.8945156506556285,0.5689853536830286,0.9931311457427037,0.29532329640203836,1,1
0.8393855878385219,0.40191733318980793,0.4022834387552334,0.8650975023726228,0.06482778371572906,0.5208042318667986,0.5454070805458242,0.060603988542941134,0.16723584392746338,0.49746251300235844,0,1
0.8688863782198538,0.5801708281167567,0.8989207838010612,0.7305382622073529,0.6049348376153472,0.4107262534379009,0.8521419966070207,0.3302876554964399,0.6998091509384785,0.3750097828160416,1,1
0.8938113234732606,0.07320218126814393,0.751436674713074,0.2979434668256914,0.03070578785010203,0.7229362535681895,0.05789318120262743,0.08186775550946768,0.3022320958390584,0.1651371795454567,0,1
0.3491615349418419,0.6140552529978339,0.05567528751767037,0.7317875353577475,0.45174852149085165,0.5875144956492115,0.8657993236971758,0.9222393188343098,0.3668558767553729,0.37559251964131124,0,1
0.9466808620331039,0.15370179526693795,0.05493787713668985,0.03670940683728596,0.5478468411123105,0.5592678835195746,0.3845078287778053,0.5961667125829814,0.5987647201889101,0.6504701425870152,0,1
0.8140440373345013,0.9062712544148328,0.5005230348881161,0.8799541487917737,0.3364386275793113,0.14768599788184855,0.9147295742248163,0.24494573881481296,0.6057690013274613,0.46665555952140647,1,1
0.5252387388507154,0.9434522037632377,0.9970681033212169,0.5186625670142743,0.49603190420120014,0.5785784561548425,0.4729602247247493,0.8217891094846971,0.9662910413404181,0.2979515441392879,1,1
0.6287262626863882,0.7865174337762518,0.7882052413891232,0.005913701405768412,0.5974632295689112,0.7689304422482622,0.16330885274141993,0.23779135160866638,0.9193210105569115,0.2949876652101643,1,1
0.3241353819636128,0.41026088643832315,0.07870815275396303,0.09675358523401667,0.47156599867093674,0.5790304650894575,0.8313784600742954,0.639529967276173,0.7325048318397362,0.9061858339370228,0,1
0.6270544604246354,0.8533777379188298,0.4151739913588468,0.32813866173785167,0.10478349584413182,0.33882897132871803,0.05171638504390752,0.295213022111559,0.1049705684177239,0.5792214834705965,0,1
0.6694909297550244,0.3926323127803034,0.2522333874297693,0.2900269484978083,0.6576543386207687,0.21178726173991047,0.6926717109020878,0.18739883262535095,0.6034851467683895,0.3768046099725588,0,1
0.4030001272255117,0.09164999415456165,0.36791263303676713,0.8704715995225957,0.8907665533613207,0.09476682662169678,0.2584435655115289,0.539831079551856,0.2855302788848805,0.5615755679716484,0,1
